CP,T117,51711.35,58779.23
CP,T013,50750.11,58299.80
CP,T115,54285.72,63409.75
CP,T040,48811.38,59862.58
CP,T444,50345.40,58164.13
CP,SUR09,49609.09,58738.76
CP,SUR12,49925.71,59448.14
P,SUR10,49666.20,58961.00
P,RU4A,49686.50,59119.80
P,SUR11,49732.00,59294.50
